x1,x2,x1_old,x2_old,u
0.0,1.0,-1.7935130864364708,1.0922088401318026,10
0.0,1.0,-1.9929060276159827,1.1013169593261167,11
0.0,1.0,-2.192298968795494,1.110425078520431,12
0.0,1.0,-2.3916919099750062,1.1195331977147454,13
0.0,1.0,-2.5910848511545184,1.1286413169090594,14
0.0,1.0,-2.7904777923340296,1.1377494361033735,15
0.0,1.0,-2.989870733513542,1.1468575552976878,16
0.0,1.0,-3.1892636746930543,1.1559656744920022,17
0.0,1.0,-3.388656615872566,1.1650737936863163,18
0.0,1.0,-3.5880495570520776,1.1741819128806306,19
0.0,1.0,-3.7874424982315897,1.1832900320749447,20
0.0,1.5,0.3006244880379725,1.501691472282991,0
0.0,1.5,0.10123154685846056,1.5107995914773054,1
0.0,1.5,-0.09816139432105131,1.5199077106716194,2
0.0,1.5,-0.2975543355005632,1.5290158298659335,3
0.0,1.5,-0.49694727668007516,1.5381239490602476,4
0.0,1.5,-0.696340217859587,1.5472320682545622,5
0.0,1.5,-0.8957331590390989,1.556340187448876,6
0.0,1.5,-1.0951261002186108,1.5654483066431903,7
0.0,1.5,-1.294519041398123,1.5745564258375044,8
0.0,1.5,-1.4939119825776346,1.5836645450318187,9
0.0,1.5,-1.6933049237571465,1.5927726642261333,10
0.0,1.5,-1.8926978649366586,1.6018807834204472,11
0.0,1.5,-2.09209080611617,1.6109889026147615,12
0.0,1.5,-2.291483747295682,1.6200970218090756,13
0.0,1.5,-2.4908766884751943,1.6292051410033896,14
0.0,1.5,-2.6902696296547055,1.638313260197704,15
0.0,1.5,-2.889662570834218,1.6474213793920183,16
0.0,1.5,-3.08905551201373,1.6565294985863326,17
0.0,1.5,-3.288448453193242,1.6656376177806467,18
0.0,1.5,-3.4878413943727535,1.6747457369749608,19
0.0,1.5,-3.6872343355522657,1.683853856169275,20
0.0,2.0,0.4008326507172966,2.0022552963773212,0
0.0,2.0,0.2014397095377847,2.0113634155716356,1
0.0,2.0,0.0020467683582728324,2.02047153476595,2
0.0,2.0,-0.197346172821239,2.0295796539602637,3
0.0,2.0,-0.396739114000751,2.038687773154578,4
0.0,2.0,-0.5961320551802629,2.0477958923488924,5
0.0,2.0,-0.7955249963597747,2.0569040115432062,6
0.0,2.0,-0.9949179375392867,2.0660121307375205,7
0.0,2.0,-1.1943108787187986,2.075120249931835,8
0.0,2.0,-1.3937038198983105,2.084228369126149,9
0.0,2.0,-1.5930967610778224,2.0933364883204635,10
0.0,2.0,-1.7924897022573345,2.1024446075147774,11
0.0,2.0,-1.991882643436846,2.1115527267090917,12
0.0,2.0,-2.191275584616358,2.120660845903406,13
0.0,2.0,-2.3906685257958697,2.12976896509772,14
0.0,2.0,-2.5900614669753814,2.138877084292034,15
0.0,2.0,-2.789454408154894,2.1479852034863485,16
0.0,2.0,-2.988847349334406,2.157093322680663,17
0.0,2.0,-3.1882402905139173,2.166201441874977,18
0.0,2.0,-3.3876332316934294,2.175309561069291,19
0.0,2.0,-3.5870261728729416,2.1844176802636053,20
0.0,2.5,0.5010408133966208,2.5028191204716514,0
0.0,2.5,0.30164787221710887,2.5119272396659658,1
0.0,2.5,0.10225493103759697,2.52103535886028,2
0.0,2.5,-0.09713801014191487,2.530143478054594,3
0.0,2.5,-0.2965309513214268,2.5392515972489087,4
0.0,2.5,-0.4959238925009387,2.5483597164432226,5
0.0,2.5,-0.6953168336804505,2.557467835637537,6
0.0,2.5,-0.8947097748599624,2.5665759548318507,7
0.0,2.5,-1.0941027160394745,2.575684074026165,8
0.0,2.5,-1.2934956572189864,2.5847921932204794,9
0.0,2.5,-1.4928885983984983,2.5939003124147937,10
0.0,2.5,-1.6922815395780102,2.603008431609108,11
0.0,2.5,-1.8916744807575219,2.6121165508034214,12
0.0,2.5,-2.0910674219370335,2.621224669997736,13
0.0,2.5,-2.2904603631165457,2.6303327891920505,14
0.0,2.5,-2.4898533042960573,2.639440908386365,15
0.0,2.5,-2.68924624547557,2.6485490275806787,16
0.0,2.5,-2.888639186655082,2.6576571467749925,17
0.0,2.5,-3.0880321278345932,2.6667652659693073,18
0.0,2.5,-3.2874250690141054,2.6758733851636216,19
0.0,2.5,-3.486818010193617,2.6849815043579355,20
0.0,3.0,0.601248976075945,3.003382944565982,0
0.0,3.0,0.40185603489643307,3.012491063760296,1
0.0,3.0,0.20246309371692112,3.0215991829546107,2
0.0,3.0,0.0030701525374092764,3.030707302148924,3
0.0,3.0,-0.19632278864210262,3.039815421343239,4
0.0,3.0,-0.3957157298216146,3.048923540537553,5
0.0,3.0,-0.5951086710011264,3.058031659731867,6
0.0,3.0,-0.7945016121806383,3.0671397789261814,7
0.0,3.0,-0.9938945533601503,3.0762478981204953,8
0.0,3.0,-1.193287494539662,3.0853560173148096,9
0.0,3.0,-1.392680435719174,3.0944641365091243,10
0.0,3.0,-1.592073376898686,3.103572255703438,11
0.0,3.0,-1.7914663180781978,3.112680374897752,12
0.0,3.0,-1.9908592592577097,3.1217884940920664,13
0.0,3.0,-2.1902522004372216,3.1308966132863807,14
0.0,3.0,-2.3896451416167332,3.1400047324806954,15
0.0,3.0,-2.589038082796246,3.149112851675009,16
0.0,3.0,-2.7884310239757575,3.158220970869323,17
0.0,3.0,-2.987823965155269,3.1673290900636375,18
0.0,3.0,-3.1872169063347813,3.176437209257952,19
0.0,3.0,-3.386609847514293,3.1855453284522666,20
0.0,3.5,0.701457138755269,3.5039467686603123,0
0.0,3.5,0.5020641975757572,3.513054887854626,1
0.0,3.5,0.3026712563962453,3.522163007048941,2
0.0,3.5,0.10327831521673347,3.531271126243255,3
0.0,3.5,-0.09611462596277853,3.540379245437569,4
0.0,3.5,-0.29550756714229043,3.5494873646318834,5
0.0,3.5,-0.4949005083218022,3.5585954838261973,6
0.0,3.5,-0.6942934495013141,3.5677036030205116,7
0.0,3.5,-0.8936863906808262,3.576811722214826,8
0.0,3.5,-1.093079331860338,3.5859198414091398,9
0.0,3.5,-1.29247227303985,3.5950279606034545,10
0.0,3.5,-1.491865214219362,3.6041360797977684,11
0.0,3.5,-1.6912581553988737,3.6132441989920823,12
0.0,3.5,-1.8906510965783854,3.622352318186397,13
0.0,3.5,-2.0900440377578975,3.631460437380711,14
0.0,3.5,-2.289436978937409,3.6405685565750256,15
0.0,3.5,-2.4888299201169213,3.649676675769339,16
0.0,3.5,-2.6882228612964334,3.6587847949636534,17
0.0,3.5,-2.887615802475945,3.667892914157968,18
0.0,3.5,-3.087008743655457,3.677001033352282,19
0.0,3.5,-3.286401684834969,3.6861091525465968,20
0.0,4.0,0.8016653014345932,4.0045105927546425,0
0.0,4.0,0.6022723602550814,4.013618711948957,1
0.0,4.0,0.4028794190755694,4.022726831143271,2
0.0,4.0,0.20348647789605756,4.031834950337585,3
0.0,4.0,0.004093536716545665,4.0409430695319,4
0.0,4.0,-0.19529940446296623,4.050051188726213,5
0.0,4.0,-0.394692345642478,4.0591593079205275,6
0.0,4.0,-0.59408528682199,4.068267427114842,7
0.0,4.0,-0.793478228001502,4.077375546309156,8
0.0,4.0,-0.9928711691810138,4.0864836655034695,9
0.0,4.0,-1.1922641103605258,4.095591784697785,10
0.0,4.0,-1.391657051540038,4.104699903892099,11
0.0,4.0,-1.5910499927195494,4.1138080230864125,12
0.0,4.0,-1.7904429338990613,4.122916142280728,13
0.0,4.0,-1.9898358750785734,4.132024261475041,14
0.0,4.0,-2.189228816258085,4.141132380669355,15
0.0,4.0,-2.388621757437597,4.15024049986367,16
0.0,4.0,-2.5880146986171093,4.159348619057984,17
0.0,4.0,-2.787407639796621,4.168456738252298,18
0.0,4.0,-2.9868005809761327,4.177564857446612,19
0.0,4.0,-3.1861935221556448,4.186672976640927,20
0.0,4.5,0.9018734641139174,4.505074416848973,0
0.0,4.5,0.7024805229344054,4.514182536043286,1
0.0,4.5,0.5030875817548934,4.523290655237601,2
0.0,4.5,0.30369464057538187,4.532398774431916,3
0.0,4.5,0.10430169939586986,4.54150689362623,4
0.0,4.5,-0.09509124178364214,4.550615012820544,5
0.0,4.5,-0.29448418296315393,4.559723132014858,6
0.0,4.5,-0.49387712414266594,4.568831251209172,7
0.0,4.5,-0.6932700653221778,4.577939370403487,8
0.0,4.5,-0.8926630065016896,4.587047489597801,9
0.0,4.5,-1.0920559476812017,4.596155608792115,10
0.0,4.5,-1.2914488888607136,4.605263727986428,11
0.0,4.5,-1.490841830040225,4.614371847180744,12
0.0,4.5,-1.6902347712197372,4.623479966375057,13
0.0,4.5,-1.889627712399249,4.632588085569371,14
0.0,4.5,-2.0890206535787605,4.6416962047636865,15
0.0,4.5,-2.288413594758273,4.650804323958,16
0.0,4.5,-2.4878065359377852,4.659912443152314,17
0.0,4.5,-2.687199477117297,4.6690205623466285,18
0.0,4.5,-2.8865924182968086,4.678128681540943,19
0.0,4.5,-3.0859853594763207,4.687236800735257,20
0.0,5.0,1.0020816267932415,5.005638240943303,0
0.0,5.0,0.8026886856137297,5.014746360137617,1
0.0,5.0,0.6032957444342177,5.0238544793319315,2
0.0,5.0,0.40390280325470596,5.032962598526246,3
0.0,5.0,0.20450986207519395,5.04207071772056,4
0.0,5.0,0.005116920895682053,5.0511788369148745,5
0.0,5.0,-0.19427602028382973,5.060286956109188,6
0.0,5.0,-0.39366896146334174,5.069395075303502,7
0.0,5.0,-0.5930619026428536,5.078503194497817,8
0.0,5.0,-0.7924548438223654,5.087611313692131,9
0.0,5.0,-0.9918477850018774,5.096719432886445,10
0.0,5.0,-1.1912407261813895,5.1058275520807594,11
0.0,5.0,-1.390633667360901,5.114935671275074,12
0.0,5.0,-1.5900266085404131,5.124043790469387,13
0.0,5.0,-1.7894195497199248,5.1331519096637015,14
0.0,5.0,-1.9888124908994365,5.142260028858017,15
0.0,5.0,-2.188205432078949,5.15136814805233,16
0.0,5.0,-2.387598373258461,5.160476267246644,17
0.0,5.0,-2.586991314437973,5.169584386440959,18
0.0,5.0,-2.7863842556174845,5.178692505635273,19
0.0,5.0,-2.9857771967969966,5.187800624829587,20
0.0,5.5,1.1022897894725656,5.506202065037633,0
0.0,5.5,0.9028968482930538,5.515310184231947,1
0.0,5.5,0.7035039071135418,5.524418303426262,2
0.0,5.5,0.50411096593403,5.533526422620576,3
0.0,5.5,0.30471802475451815,5.542634541814891,4
0.0,5.5,0.10532508357500614,5.551742661009205,5
0.0,5.5,-0.09406785760450553,5.560850780203518,6
0.0,5.5,-0.29346079878401765,5.569958899397832,7
0.0,5.5,-0.49285373996352955,5.579067018592148,8
0.0,5.5,-0.6922466811430412,5.588175137786461,9
0.0,5.5,-0.8916396223225533,5.597283256980775,10
0.0,5.5,-1.0910325635020652,5.60639137617509,11
0.0,5.5,-1.290425504681577,5.615499495369404,12
0.0,5.5,-1.489818445861089,5.624607614563717,13
0.0,5.5,-1.6892113870406007,5.633715733758033,14
0.0,5.5,-1.8886043282201124,5.642823852952347,15
0.0,5.5,-2.087997269399625,5.65193197214666,16
0.0,5.5,-2.2873902105791366,5.661040091340975,17
0.0,5.5,-2.4867831517586483,5.670148210535289,18
0.0,5.5,-2.6861760929381604,5.679256329729603,19
0.0,5.5,-2.8855690341176725,5.688364448923918,20
0.0,6.0,1.20249795215189,6.006765889131964,0
0.0,6.0,1.0031050109723778,6.015874008326278,1
0.0,6.0,0.8037120697928661,6.024982127520592,2
0.0,6.0,0.6043191286133544,6.034090246714906,3
0.0,6.0,0.40492618743384223,6.043198365909221,4
0.0,6.0,0.20553324625433045,6.052306485103535,5
0.0,6.0,0.006140305074818553,6.061414604297848,6
0.0,6.0,-0.19325263610469356,6.0705227234921635,7
0.0,6.0,-0.39264557728420524,6.079630842686478,8
0.0,6.0,-0.5920385184637171,6.088738961880791,9
0.0,6.0,-0.7914314596432293,6.097847081075106,10
0.0,6.0,-0.9908244008227411,6.10695520026942,11
0.0,6.0,-1.1902173420022528,6.116063319463734,12
0.0,6.0,-1.3896102831817647,6.125171438658048,13
0.0,6.0,-1.5890032243612766,6.134279557852363,14
0.0,6.0,-1.7883961655407883,6.143387677046677,15
0.0,6.0,-1.9877891067203006,6.1524957962409905,16
0.0,6.0,-2.187182047899813,6.161603915435306,17
0.0,6.0,-2.386574989079324,6.170712034629619,18
0.0,6.0,-2.5859679302588363,6.1798201538239335,19
0.0,6.0,-2.785360871438348,6.188928273018249,20
0.0,6.5,1.302706114831214,6.507329713226294,0
0.0,6.5,1.103313173651702,6.516437832420608,1
0.0,6.5,0.9039202324721902,6.525545951614922,2
0.0,6.5,0.7045272912926784,6.534654070809237,3
0.0,6.5,0.5051343501131665,6.543762190003552,4
0.0,6.5,0.30574140893365453,6.552870309197865,5
0.0,6.5,0.10634846775414264,6.5619784283921785,6
0.0,6.5,-0.09304447342536926,6.571086547586494,7
0.0,6.5,-0.29243741460488115,6.580194666780808,8
0.0,6.5,-0.49183035578439305,6.589302785975121,9
0.0,6.5,-0.6912232969639049,6.598410905169437,10
0.0,6.5,-0.8906162381434171,6.60751902436375,11
0.0,6.5,-1.0900091793229285,6.616627143558064,12
0.0,6.5,-1.2894021205024406,6.625735262752379,13
0.0,6.5,-1.4887950616819525,6.634843381946693,14
0.0,6.5,-1.688188002861464,6.643951501141007,15
0.0,6.5,-1.8875809440409765,6.653059620335321,16
0.0,6.5,-2.0869738852204884,6.662167739529636,17
0.0,6.5,-2.2863668264,6.671275858723949,18
0.0,6.5,-2.485759767579512,6.680383977918264,19
0.0,6.5,-2.6851527087590243,6.689492097112579,20
0.0,7.0,1.402914277510538,7.007893537320625,0
0.0,7.0,1.2035213363310262,7.017001656514938,1
0.0,7.0,1.0041283951515143,7.026109775709252,2
0.0,7.0,0.8047354539720025,7.0352178949035675,3
0.0,7.0,0.6053425127924906,7.044326014097882,4
0.0,7.0,0.4059495716129786,7.053434133292195,5
0.0,7.0,0.20655663043346695,7.06254225248651,6
0.0,7.0,0.00716368925395483,7.071650371680824,7
0.0,7.0,-0.19222925192555707,7.080758490875138,8
0.0,7.0,-0.39162219310506874,7.089866610069452,9
0.0,7.0,-0.5910151342845809,7.098974729263767,10
0.0,7.0,-0.790408075464093,7.10808284845808,11
0.0,7.0,-0.9898010166436044,7.117190967652395,12
0.0,7.0,-1.1891939578231165,7.126299086846709,13
0.0,7.0,-1.3885868990026282,7.135407206041023,14
0.0,7.0,-1.58797984018214,7.1445153252353375,15
0.0,7.0,-1.7873727813616525,7.153623444429652,16
0.0,7.0,-1.9867657225411643,7.162731563623966,17
0.0,7.0,-2.186158663720676,7.1718396828182795,18
0.0,7.0,-2.385551604900188,7.180947802012594,19
0.0,7.0,-2.5849445460797,7.190055921206909,20
0.0,7.5,1.5031224401898624,7.508457361414955,0
0.0,7.5,1.3037294990103503,7.517565480609268,1
0.0,7.5,1.1043365578308386,7.5266735998035825,2
0.0,7.5,0.9049436166513268,7.535781718997898,3
0.0,7.5,0.7055506754718147,7.544889838192212,4
0.0,7.5,0.5061577342923029,7.5539979573865255,5
0.0,7.5,0.30676479311279103,7.56310607658084,6
0.0,7.5,0.10737185193327892,7.572214195775154,7
0.0,7.5,-0.09202108924623276,7.581322314969468,8
0.0,7.5,-0.29141403042574465,7.590430434163783,9
0.0,7.5,-0.49080697160525677,7.599538553358097,10
0.0,7.5,-0.6901999127847687,7.6086466725524105,11
0.0,7.5,-0.8895928539642803,7.617754791746725,12
0.0,7.5,-1.0889857951437922,7.626862910941039,13
0.0,7.5,-1.2883787363233041,7.635971030135353,14
0.0,7.5,-1.4877716775028158,7.645079149329668,15
0.0,7.5,-1.6871646186823281,7.654187268523982,16
0.0,7.5,-1.8865575598618403,7.663295387718296,17
0.0,7.5,-2.085950501041352,7.67240350691261,18
0.0,7.5,-2.2853434422208636,7.681511626106925,19
0.0,7.5,-2.4847363834003757,7.690619745301239,20
0.0,8.0,1.6033306028691865,8.009021185509285,0
0.0,8.0,1.4039376616896744,8.0181293047036,1
0.0,8.0,1.2045447205101627,8.027237423897914,2
0.0,8.0,1.0051517793306508,8.036345543092228,3
0.0,8.0,0.8057588381511388,8.045453662286542,4
0.0,8.0,0.606365896971627,8.054561781480857,5
0.0,8.0,0.4069729557921151,8.06366990067517,6
0.0,8.0,0.20758001461260323,8.072778019869483,7
0.0,8.0,0.00818707343309133,8.0818861390638,8
0.0,8.0,-0.19120586774642057,8.090994258258114,9
0.0,8.0,-0.39059880892593246,8.100102377452426,10
0.0,8.0,-0.5899917501054446,8.10921049664674,11
0.0,8.0,-0.789384691284956,8.118318615841055,12
0.0,8.0,-0.9887776324644681,8.12742673503537,13
0.0,8.0,-1.18817057364398,8.136534854229684,14
0.0,8.0,-1.3875635148234915,8.145642973423998,15
0.0,8.0,-1.586956456003004,8.154751092618312,16
0.0,8.0,-1.7863493971825162,8.163859211812627,17
0.0,8.0,-1.9857423383620276,8.172967331006939,18
0.0,8.0,-2.1851352795415395,8.182075450201255,19
0.0,8.0,-2.3845282207210516,8.19118356939557,20
0.0,8.5,1.7035387655485106,8.509585009603615,0
0.0,8.5,1.5041458243689987,8.51869312879793,1
0.0,8.5,1.3047528831894868,8.527801247992242,2
0.0,8.5,1.105359942009975,8.536909367186558,3
0.0,8.5,0.9059670008304629,8.546017486380872,4
0.0,8.5,0.7065740596509509,8.555125605575185,5
0.0,8.5,0.5071811184714394,8.564233724769501,6
0.0,8.5,0.30778817729192753,8.573341843963815,7
0.0,8.5,0.10839523611241542,8.58244996315813,8
0.0,8.5,-0.09099770506709626,8.591558082352442,9
0.0,8.5,-0.2903906462466084,8.600666201546758,10
0.0,8.5,-0.4897835874261205,8.609774320741073,11
0.0,8.5,-0.6891765286056319,8.618882439935385,12
0.0,8.5,-0.8885694697851441,8.6279905591297,13
0.0,8.5,-1.087962410964656,8.637098678324014,14
0.0,8.5,-1.2873553521441676,8.646206797518326,15
0.0,8.5,-1.4867482933236797,8.655314916712642,16
0.0,8.5,-1.6861412345031919,8.664423035906959,17
0.0,8.5,-1.8855341756827033,8.673531155101271,18
0.0,8.5,-2.0849271168622154,8.682639274295585,19
0.0,8.5,-2.284320058041727,8.6917473934899,20
0.0,9.0,1.803746928227835,9.010148833697945,0
0.0,9.0,1.6043539870483228,9.01925695289226,1
0.0,9.0,1.4049610458688109,9.028365072086572,2
0.0,9.0,1.205568104689299,9.037473191280888,3
0.0,9.0,1.0061751635097869,9.046581310475203,4
0.0,9.0,0.8067822223302752,9.055689429669515,5
0.0,9.0,0.6073892811507637,9.064797548863831,6
0.0,9.0,0.4079963399712516,9.073905668058146,7
0.0,9.0,0.20860339879173972,9.08301378725246,8
0.0,9.0,0.00921045761222783,9.092121906446772,9
0.0,9.0,-0.1901824835672843,9.101230025641089,10
0.0,9.0,-0.3895754247467962,9.110338144835403,11
0.0,9.0,-0.5889683659263079,9.119446264029715,12
0.0,9.0,-0.7883613071058198,9.12855438322403,13
0.0,9.0,-0.9877542482853319,9.137662502418344,14
0.0,9.0,-1.1871471894648435,9.146770621612657,15
0.0,9.0,-1.3865401306443557,9.155878740806974,16
0.0,9.0,-1.5859330718238676,9.164986860001289,17
0.0,9.0,-1.7853260130033792,9.174094979195601,18
0.0,9.0,-1.9847189541828911,9.183203098389916,19
0.0,9.0,-2.1841118953624035,9.19231121758423,20
0.0,9.5,1.903955090907159,9.510712657792276,0
0.0,9.5,1.7045621497276469,9.51982077698659,1
0.0,9.5,1.5051692085481352,9.528928896180902,2
0.0,9.5,1.305776267368623,9.538037015375219,3
0.0,9.5,1.1063833261891114,9.547145134569533,4
0.0,9.5,0.9069903850095993,9.556253253763845,5
0.0,9.5,0.7075974438300878,9.565361372958161,6
0.0,9.5,0.5082045026505757,9.574469492152476,7
0.0,9.5,0.3088115614710638,9.58357761134679,8
0.0,9.5,0.10941862029155192,9.592685730541104,9
0.0,9.5,-0.08997432088795998,9.601793849735419,10
0.0,9.5,-0.2893672620674721,9.610901968929733,11
0.0,9.5,-0.48876020324698377,9.620010088124046,12
0.0,9.5,-0.6881531444264957,9.62911820731836,13
0.0,9.5,-0.8875460856060078,9.638226326512674,14
0.0,9.5,-1.0869390267855192,9.647334445706987,15
0.0,9.5,-1.2863319679650314,9.656442564901305,16
0.0,9.5,-1.4857249091445435,9.665550684095619,17
0.0,9.5,-1.685117850324055,9.674658803289931,18
0.0,9.5,-1.884510791503567,9.683766922484246,19
0.0,9.5,-2.083903732683079,9.69287504167856,20
0.0,10.0,2.004163253586483,10.011276481886606,0
0.0,10.0,1.804770312406971,10.02038460108092,1
0.0,10.0,1.6053773712274595,10.029492720275234,2
0.0,10.0,1.4059844300479472,10.038600839469549,3
0.0,10.0,1.2065914888684355,10.047708958663863,4
0.0,10.0,1.0071985476889234,10.056817077858176,5
0.0,10.0,0.8078056065094119,10.065925197052492,6
0.0,10.0,0.6084126653299,10.075033316246806,7
0.0,10.0,0.4090197241503879,10.08414143544112,8
0.0,10.0,0.20962678297087622,10.093249554635435,9
0.0,10.0,0.010233841791364107,10.102357673829749,10
0.0,10.0,-0.189159099388148,10.111465793024063,11
0.0,10.0,-0.38855204056765946,10.120573912218376,12
0.0,10.0,-0.5879449817471716,10.12968203141269,13
0.0,10.0,-0.7873379229266835,10.138790150607004,14
0.0,10.0,-0.9867308641061951,10.147898269801319,15
0.0,10.0,-1.1861238052857073,10.157006388995635,16
0.0,10.0,-1.3855167464652194,10.166114508189949,17
0.0,10.0,-1.5849096876447308,10.175222627384262,18
0.0,10.0,-1.784302628824243,10.184330746578576,19
0.0,10.0,-1.9836955700037548,10.19343886577289,20
0.0,10.5,2.104371416265807,10.511840305980936,0
0.0,10.5,1.904978475086295,10.52094842517525,1
0.0,10.5,1.7055855339067836,10.530056544369565,2
0.0,10.5,1.5061925927272717,10.539164663563879,3
0.0,10.5,1.3067996515477596,10.548272782758193,4
0.0,10.5,1.1074067103682474,10.557380901952506,5
0.0,10.5,0.908013769188736,10.566489021146822,6
0.0,10.5,0.7086208280092243,10.575597140341136,7
0.0,10.5,0.5092278868297122,10.584705259535452,8
0.0,10.5,0.3098349456502003,10.593813378729765,9
0.0,10.5,0.1104420044706882,10.60292149792408,10
0.0,10.5,-0.08895093670882392,10.612029617118393,11
0.0,10.5,-0.28834387788833515,10.621137736312706,12
0.0,10.5,-0.48773681906784727,10.63024585550702,13
0.0,10.5,-0.6871297602473594,10.639353974701335,14
0.0,10.5,-0.8865227014268711,10.648462093895649,15
0.0,10.5,-1.0859156426063832,10.657570213089965,16
0.0,10.5,-1.2853085837858953,10.66667833228428,17
0.0,10.5,-1.4847015249654065,10.675786451478592,18
0.0,10.5,-1.6840944661449186,10.684894570672906,19
0.0,10.5,-1.8834874073244308,10.69400268986722,20
0.0,11.0,2.2045795789451312,11.012404130075266,0
0.0,11.0,2.0051866377656196,11.021512249269582,1
0.0,11.0,1.8057936965861077,11.030620368463895,2
0.0,11.0,1.6064007554065958,11.03972848765821,3
0.0,11.0,1.4070078142270837,11.048836606852523,4
0.0,11.0,1.2076148730475715,11.057944726046836,5
0.0,11.0,1.00822193186806,11.067052845241152,6
0.0,11.0,0.8088289906885484,11.076160964435466,7
0.0,11.0,0.6094360495090363,11.085269083629782,8
0.0,11.0,0.4100431083295244,11.094377202824095,9
0.0,11.0,0.21065016715001228,11.10348532201841,10
0.0,11.0,0.011257225970500162,11.112593441212724,11
0.0,11.0,-0.18813571520901107,11.121701560407036,12
0.0,11.0,-0.3875286563885232,11.13080967960135,13
0.0,11.0,-0.5869215975680353,11.139917798795665,14
0.0,11.0,-0.786314538747547,11.149025917989979,15
0.0,11.0,-0.9857074799270591,11.158134037184295,16
0.0,11.0,-1.1851004211065708,11.16724215637861,17
0.0,11.0,-1.3844933622860824,11.176350275572922,18
0.0,11.0,-1.5838863034655946,11.185458394767236,19
0.0,11.0,-1.7832792446451067,11.19456651396155,20
0.0,11.5,2.3047877416244558,11.512967954169596,0
0.0,11.5,2.1053948004449436,11.522076073363912,1
0.0,11.5,1.9060018592654318,11.531184192558225,2
0.0,11.5,1.7066089180859199,11.54029231175254,3
0.0,11.5,1.5072159769064077,11.549400430946854,4
0.0,11.5,1.307823035726896,11.558508550141166,5
0.0,11.5,1.1084300945473846,11.567616669335482,6
0.0,11.5,0.9090371533678725,11.576724788529797,7
0.0,11.5,0.7096442121883604,11.585832907724113,8
0.0,11.5,0.5102512710088485,11.594941026918425,9
0.0,11.5,0.31085832982933637,11.60404914611274,10
0.0,11.5,0.11146538864982469,11.613157265307054,11
0.0,11.5,-0.08792755252968698,11.622265384501366,12
0.0,11.5,-0.2873204937091991,11.63137350369568,13
0.0,11.5,-0.4867134348887112,11.640481622889997,14
0.0,11.5,-0.6861063760682229,11.64958974208431,15
0.0,11.5,-0.885499317247735,11.658697861278625,16
0.0,11.5,-1.0848922584272467,11.66780598047294,17
0.0,11.5,-1.2842851996067584,11.676914099667252,18
0.0,11.5,-1.4836781407862705,11.686022218861567,19
